"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2010"	"2010"	"Mississippi"	"28"	"Female Breast"	"26000-Female"	0.212	432	1527191	24.881	2005	117.279
	"2010"	"2010"	"Mississippi"	"28"	"Corpus Uteri"	"27020"	0.069	23	1527191	1.257	316	18.140
	"2010"	"2010"	"Mississippi"	"28"	"Prostate"	"28010"	0.188	334	1443131	29.564	2362	157.133
	"2010"	"2010"	"Mississippi"	"28"	"Urinary Bladder"	"29010"	0.193	102	2970322	3.346	548	17.334
	"2010"	"2010"	"Mississippi"	"28"	"Kidney and Renal Pelvis"	"29020"	0.239	138	2970322	4.386	587	18.321
	"2010"	"2010"	"Mississippi"	"28"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.333	182	2970322	5.928	548	17.788
	"2010"	"2010"	"Mississippi"	"28"	"Leukemias"	"35011-35043"	0.559	215	2970322	7.016	383	12.553
	"2010"	"2010"	"Missouri"	"29"	"Colon and Rectum"	"21041-21052"	0.381	1151	5996118	16.914	3010	44.427
	"2010"	"2010"	"Missouri"	"29"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.809	408	5996118	5.835	515	7.213
	"2010"	"2010"	"Missouri"	"29"	"Pancreas"	"21100"	0.900	810	5996118	11.716	899	13.021
	"2010"	"2010"	"Missouri"	"29"	"Lung and Bronchus"	"22030"	0.755	3909	5996118	57.184	5214	75.705
	"2010"	"2010"	"Missouri"	"29"	"Melanoma of the Skin"	"25010"	0.188	217	5996118	3.215	1123	17.135
	"2010"	"2010"	"Missouri"	"29"	"Female Breast"	"26000-Female"	0.194	884	3058680	23.348	4353	120.504
	"2010"	"2010"	"Missouri"	"29"	"Corpus Uteri"	"27020"	0.089	86	3058680	2.230	937	25.056
	"2010"	"2010"	"Missouri"	"29"	"Prostate"	"28010"	0.171	506	2937438	19.179	3678	111.956
	"2010"	"2010"	"Missouri"	"29"	"Urinary Bladder"	"29010"	0.227	311	5996118	4.584	1386	20.204
	"2010"	"2010"	"Missouri"	"29"	"Kidney and Renal Pelvis"	"29020"	0.286	339	5996118	4.953	1170	17.309
	"2010"	"2010"	"Missouri"	"29"	"Thyroid"	"32010"	0.043	37	5996118	0.550	785	12.665
	"2010"	"2010"	"Missouri"	"29"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.357	454	5996118	6.696	1262	18.782
	"2010"	"2010"	"Missouri"	"29"	"Leukemias"	"35011-35043"	0.520	484	5996118	7.217	919	13.888
	"2010"	"2010"	"Montana"	"30"	"Colon and Rectum"	"21041-21052"	0.317	167	990641	13.913	530	43.825
	"2010"	"2010"	"Montana"	"30"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.929	63	990641	4.964	67	5.341
	"2010"	"2010"	"Montana"	"30"	"Pancreas"	"21100"	0.735	108	990641	9.165	149	12.462
	"2010"	"2010"	"Montana"	"30"	"Lung and Bronchus"	"22030"	0.681	478	990641	39.560	693	58.071
	"2010"	"2010"	"Montana"	"30"	"Melanoma of the Skin"	"25010"	0.098	31	990641	2.514	292	25.599
	"2010"	"2010"	"Montana"	"30"	"Female Breast"	"26000-Female"	0.161	134	493384	21.143	801	131.094
	"2010"	"2010"	"Montana"	"30"	"Prostate"	"28010"	0.189	133	497257	26.479	870	140.262
	"2010"	"2010"	"Montana"	"30"	"Urinary Bladder"	"29010"	0.236	65	990641	5.194	265	21.971
	"2010"	"2010"	"Montana"	"30"	"Kidney and Renal Pelvis"	"29020"	0.269	42	990641	3.485	153	12.936
	"2010"	"2010"	"Montana"	"30"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.289	63	990641	5.354	223	18.527
	"2010"	"2010"	"Montana"	"30"	"Leukemias"	"35011-35043"	0.400	80	990641	6.811	197	17.027
	"2010"	"2010"	"Nebraska"	"31"	"Colon and Rectum"	"21041-21052"	0.369	358	1830051	17.087	945	46.321
	"2010"	"2010"	"Nebraska"	"31"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.845	103	1830051	5.008	122	5.928
	"2010"	"2010"	"Nebraska"	"31"	"Pancreas"	"21100"	0.883	209	1830051	10.113	233	11.451
	"2010"	"2010"	"Nebraska"	"31"	"Lung and Bronchus"	"22030"	0.755	929	1830051	45.936	1224	60.834
	"2010"	"2010"	"Nebraska"	"31"	"Melanoma of the Skin"	"25010"	0.145	54	1830051	2.639	353	18.266
	"2010"	"2010"	"Nebraska"	"31"	"Female Breast"	"26000-Female"	0.162	225	921624	19.187	1253	118.587
	"2010"	"2010"	"Nebraska"	"31"	"Corpus Uteri"	"27020"	0.109	31	921624	2.556	251	23.468
	"2010"	"2010"	"Nebraska"	"31"	"Prostate"	"28010"	0.142	167	908427	19.965	1318	140.179
	"2010"	"2010"	"Nebraska"	"31"	"Urinary Bladder"	"29010"	0.201	90	1830051	4.332	429	21.556
	"2010"	"2010"	"Nebraska"	"31"	"Kidney and Renal Pelvis"	"29020"	0.229	87	1830051	4.179	361	18.219
	"2010"	"2010"	"Nebraska"	"31"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.325	143	1830051	6.854	423	21.077
	"2010"	"2010"	"Nebraska"	"31"	"Leukemias"	"35011-35043"	0.413	129	1830051	6.299	305	15.268
	"2010"	"2010"	"Nevada"	"32"	"Colon and Rectum"	"21041-21052"	0.413	441	2703284	17.175	1130	41.595
	"2010"	"2010"	"Nevada"	"32"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.982	169	2703284	6.171	179	6.286
	"2010"	"2010"	"Nevada"	"32"	"Pancreas"	"21100"	1.037 (Unreliable)	309	2703284	11.545	303	11.134
	"2010"	"2010"	"Nevada"	"32"	"Lung and Bronchus"	"22030"	0.767	1251	2703284	47.318	1660	61.689
	"2010"	"2010"	"Nevada"	"32"	"Melanoma of the Skin"	"25010"	0.165	69	2703284	2.573	423	15.555
	"2010"	"2010"	"Nevada"	"32"	"Female Breast"	"26000-Female"	0.209	331	1338606	23.537	1612	112.594
	"2010"	"2010"	"Nevada"	"32"	"Corpus Uteri"	"27020"	0.081	22	1338606	1.513	278	18.764
	"2010"	"2010"	"Nevada"	"32"	"Prostate"	"28010"	0.174	222	1364678	21.534	1716	124.034
	"2010"	"2010"	"Nevada"	"32"	"Urinary Bladder"	"29010"	0.274	144	2703284	6.131	579	22.404
	"2010"	"2010"	"Nevada"	"32"	"Kidney and Renal Pelvis"	"29020"	0.302	101	2703284	3.861	363	12.771
	"2010"	"2010"	"Nevada"	"32"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.333	138	2703284	5.535	448	16.623
	"2010"	"2010"	"Nevada"	"32"	"Leukemias"	"35011-35043"	0.457	173	2703284	6.864	390	15.024
	"2010"	"2010"	"New Hampshire"	"33"	"Colon and Rectum"	"21041-21052"	0.411	212	1316872	14.232	529	34.618
	"2010"	"2010"	"New Hampshire"	"33"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.919	71	1316872	4.613	80	5.020
	"2010"	"2010"	"New Hampshire"	"33"	"Pancreas"	"21100"	0.815	158	1316872	10.476	199	12.847
	"2010"	"2010"	"New Hampshire"	"33"	"Lung and Bronchus"	"22030"	0.657	695	1316872	46.344	1078	70.532
	"2010"	"2010"	"New Hampshire"	"33"	"Melanoma of the Skin"	"25010"	0.072	31	1316872	2.042	430	28.347
	"2010"	"2010"	"New Hampshire"	"33"	"Female Breast"	"26000-Female"	0.167	184	667234	21.646	1060	129.511
	"2010"	"2010"	"New Hampshire"	"33"	"Corpus Uteri"	"27020"	0.102	31	667234	3.520	290	34.402
	"2010"	"2010"	"New Hampshire"	"33"	"Prostate"	"28010"	0.139	118	649638	20.740	1158	148.705
	"2010"	"2010"	"New Hampshire"	"33"	"Urinary Bladder"	"29010"	0.167	74	1316872	5.057	466	30.296
	"2010"	"2010"	"New Hampshire"	"33"	"Kidney and Renal Pelvis"	"29020"	0.176	41	1316872	2.743	248	15.591
	"2010"	"2010"	"New Hampshire"	"33"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.253	87	1316872	5.619	339	22.206
	"2010"	"2010"	"New Hampshire"	"33"	"Leukemias"	"35011-35043"	0.549	106	1316872	7.393	200	13.468
	"2010"	"2010"	"New Jersey"	"34"	"Colon and Rectum"	"21041-21052"	0.363	1618	8803729	16.017	4382	44.093
	"2010"	"2010"	"New Jersey"	"34"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.837	586	8803729	5.791	710	6.922
	"2010"	"2010"	"New Jersey"	"34"	"Pancreas"	"21100"	0.868	1156	8803729	11.607	1336	13.376
	"2010"	"2010"	"New Jersey"	"34"	"Lung and Bronchus"	"22030"	0.718	4171	8803729	42.239	5773	58.835
	"2010"	"2010"	"New Jersey"	"34"	"Melanoma of the Skin"	"25010"	0.106	234	8803729	2.341	2156	22.032
	"2010"	"2010"	"New Jersey"	"34"	"Female Breast"	"26000-Female"	0.178	1322	4517794	23.182	6967	129.986
	"2010"	"2010"	"New Jersey"	"34"	"Corpus Uteri"	"27020"	0.080	134	4517794	2.356	1629	29.606
	"2010"	"2010"	"New Jersey"	"34"	"Prostate"	"28010"	0.139	843	4285935	21.790	7119	157.053
	"2010"	"2010"	"New Jersey"	"34"	"Urinary Bladder"	"29010"	0.207	495	8803729	4.949	2361	23.947
	"2010"	"2010"	"New Jersey"	"34"	"Kidney and Renal Pelvis"	"29020"	0.240	353	8803729	3.533	1456	14.699
	"2010"	"2010"	"New Jersey"	"34"	"Thyroid"	"32010"	0.032	59	8803729	0.593	1748	18.610
	"2010"	"2010"	"New Jersey"	"34"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.263	556	8803729	5.563	2061	21.117
	"2010"	"2010"	"New Jersey"	"34"	"Leukemias"	"35011-35043"	0.407	636	8803729	6.451	1524	15.845
	"2010"	"2010"	"New Mexico"	"35"	"Colon and Rectum"	"21041-21052"	0.389	313	2064756	14.085	820	36.210
	"2010"	"2010"	"New Mexico"	"35"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.702	134	2064756	5.925	200	8.443
	"2010"	"2010"	"New Mexico"	"35"	"Pancreas"	"21100"	0.918	202	2064756	9.065	223	9.870
	"2010"	"2010"	"New Mexico"	"35"	"Lung and Bronchus"	"22030"	0.796	756	2064756	34.150	962	42.904
	"2010"	"2010"	"New Mexico"	"35"	"Melanoma of the Skin"	"25010"	0.157	70	2064756	3.135	443	20.018
	"2010"	"2010"	"New Mexico"	"35"	"Female Breast"	"26000-Female"	0.204	266	1044334	22.103	1297	108.101
	"2010"	"2010"	"New Mexico"	"35"	"Corpus Uteri"	"27020"	0.063	18	1044334	1.471	279	23.169
	"2010"	"2010"	"New Mexico"	"35"	"Prostate"	"28010"	0.175	199	1020422	21.900	1404	124.860
	"2010"	"2010"	"New Mexico"	"35"	"Urinary Bladder"	"29010"	0.225	74	2064756	3.396	342	15.064
	"2010"	"2010"	"New Mexico"	"35"	"Kidney and Renal Pelvis"	"29020"	0.345	101	2064756	4.519	299	13.092
	"2010"	"2010"	"New Mexico"	"35"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.332	108	2064756	4.874	328	14.666
	"2010"	"2010"	"New Mexico"	"35"	"Leukemias"	"35011-35043"	0.467	143	2064756	6.476	304	13.859
	"2010"	"2010"	"New York"	"36"	"Colon and Rectum"	"21041-21052"	0.346	3316	19402640	15.049	9431	43.482
	"2010"	"2010"	"New York"	"36"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.717	1303	19402640	5.869	1823	8.190
	"2010"	"2010"	"New York"	"36"	"Pancreas"	"21100"	0.808	2460	19402640	11.172	3010	13.820
	"2010"	"2010"	"New York"	"36"	"Lung and Bronchus"	"22030"	0.676	9112	19402640	42.116	13476	62.321
	"2010"	"2010"	"New York"	"36"	"Melanoma of the Skin"	"25010"	0.131	475	19402640	2.194	3552	16.765
	"2010"	"2010"	"New York"	"36"	"Female Breast"	"26000-Female"	0.173	2700	10011290	21.578	14524	124.546
	"2010"	"2010"	"New York"	"36"	"Corpus Uteri"	"27020"	0.075	273	10011290	2.163	3496	29.033
	"2010"	"2010"	"New York"	"36"	"Prostate"	"28010"	0.141	1821	9391350	21.458	15100	152.132
	"2010"	"2010"	"New York"	"36"	"Urinary Bladder"	"29010"	0.205	1029	19402640	4.628	4905	22.605
	"2010"	"2010"	"New York"	"36"	"Kidney and Renal Pelvis"	"29020"	0.201	710	19402640	3.227	3477	16.057
	"2010"	"2010"	"New York"	"36"	"Thyroid"	"32010"	0.029	116	19402640	0.521	3711	18.164
	"2010"	"2010"	"New York"	"36"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.274	1290	19402640	5.935	4652	21.679
	"2010"	"2010"	"New York"	"36"	"Leukemias"	"35011-35043"	0.387	1352	19402640	6.301	3446	16.277
	"2010"	"2010"	"North Carolina"	"37"	"Colon and Rectum"	"21041-21052"	0.367	1477	9558915	14.616	4092	39.782
	"2010"	"2010"	"North Carolina"	"37"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.775	541	9558915	5.150	713	6.648
	"2010"	"2010"	"North Carolina"	"37"	"Pancreas"	"21100"	0.872	1084	9558915	10.592	1260	12.146
	"2010"	"2010"	"North Carolina"	"37"	"Lung and Bronchus"	"22030"	0.738	5514	9558915	53.783	7550	72.847
	"2010"	"2010"	"North Carolina"	"37"	"Melanoma of the Skin"	"25010"	0.127	294	9558915	2.909	2302	22.831
	"2010"	"2010"	"North Carolina"	"37"	"Female Breast"	"26000-Female"	0.181	1334	4902427	23.290	7238	128.850
	"2010"	"2010"	"North Carolina"	"37"	"Corpus Uteri"	"27020"	0.099	136	4902427	2.347	1374	23.590
	"2010"	"2010"	"North Carolina"	"37"	"Prostate"	"28010"	0.170	917	4656488	24.767	7148	145.806
	"2010"	"2010"	"North Carolina"	"37"	"Urinary Bladder"	"29010"	0.212	433	9558915	4.390	2116	20.696
	"2010"	"2010"	"North Carolina"	"37"	"Kidney and Renal Pelvis"	"29020"	0.251	416	9558915	4.102	1703	16.333
	"2010"	"2010"	"North Carolina"	"37"	"Thyroid"	"32010"	0.037	50	9558915	0.497	1327	13.302
	"2010"	"2010"	"North Carolina"	"37"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.305	590	9558915	5.942	1973	19.455
	"2010"	"2010"	"North Carolina"	"37"	"Leukemias"	"35011-35043"	0.460	641	9558915	6.529	1437	14.198
	"2010"	"2010"	"North Dakota"	"38"	"Colon and Rectum"	"21041-21052"	0.369	143	674526	17.378	367	47.153
	"2010"	"2010"	"North Dakota"	"38"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.783	25	674526	3.028	32	3.868
	"2010"	"2010"	"North Dakota"	"38"	"Pancreas"	"21100"	0.815	74	674526	9.050	91	11.108
	"2010"	"2010"	"North Dakota"	"38"	"Lung and Bronchus"	"22030"	0.662	298	674526	37.393	440	56.506
	"2010"	"2010"	"North Dakota"	"38"	"Female Breast"	"26000-Female"	0.186	101	333523	22.810	478	122.650
	"2010"	"2010"	"North Dakota"	"38"	"Prostate"	"28010"	0.144	68	341003	20.225	528	140.504
	"2010"	"2010"	"North Dakota"	"38"	"Urinary Bladder"	"29010"	0.276	51	674526	5.959	174	21.556
	"2010"	"2010"	"North Dakota"	"38"	"Kidney and Renal Pelvis"	"29020"	0.245	32	674526	4.010	124	16.378
	"2010"	"2010"	"North Dakota"	"38"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.211	43	674526	5.258	196	24.970
	"2010"	"2010"	"North Dakota"	"38"	"Leukemias"	"35011-35043"	0.458	66	674526	7.641	131	16.693
	"2010"	"2010"	"Ohio"	"39"	"Colon and Rectum"	"21041-21052"	0.411	2311	11540983	17.229	5598	41.966
	"2010"	"2010"	"Ohio"	"39"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.828	730	11540983	5.277	883	6.375
	"2010"	"2010"	"Ohio"	"39"	"Pancreas"	"21100"	0.911	1543	11540983	11.473	1707	12.596
	"2010"	"2010"	"Ohio"	"39"	"Lung and Bronchus"	"22030"	0.753	7345	11540983	54.693	9756	72.647
	"2010"	"2010"	"Ohio"	"39"	"Melanoma of the Skin"	"25010"	0.166	422	11540983	3.203	2466	19.259
	"2010"	"2010"	"Ohio"	"39"	"Female Breast"	"26000-Female"	0.203	1793	5905883	23.959	8385	117.970
	"2010"	"2010"	"Ohio"	"39"	"Corpus Uteri"	"27020"	0.080	166	5905883	2.204	2017	27.579
	"2010"	"2010"	"Ohio"	"39"	"Prostate"	"28010"	0.168	1134	5635100	21.608	8109	128.860
	"2010"	"2010"	"Ohio"	"39"	"Urinary Bladder"	"29010"	0.239	714	11540983	5.242	2934	21.910
	"2010"	"2010"	"Ohio"	"39"	"Kidney and Renal Pelvis"	"29020"	0.253	566	11540983	4.183	2193	16.560
	"2010"	"2010"	"Ohio"	"39"	"Thyroid"	"32010"	0.035	64	11540983	0.483	1644	13.681
	"2010"	"2010"	"Ohio"	"39"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.352	918	11540983	6.856	2573	19.498
	"2010"	"2010"	"Ohio"	"39"	"Leukemias"	"35011-35043"	0.591	922	11540983	6.995	1517	11.829
	"2010"	"2010"	"Oklahoma"	"40"	"Colon and Rectum"	"21041-21052"	0.387	666	3759603	16.324	1729	42.216
	"2010"	"2010"	"Oklahoma"	"40"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.815	214	3759603	5.029	264	6.172
	"2010"	"2010"	"Oklahoma"	"40"	"Pancreas"	"21100"	0.986	478	3759603	11.474	482	11.640
	"2010"	"2010"	"Oklahoma"	"40"	"Lung and Bronchus"	"22030"	0.824	2402	3759603	57.893	2934	70.296
	"2010"	"2010"	"Oklahoma"	"40"	"Melanoma of the Skin"	"25010"	0.215	126	3759603	3.166	591	14.711
	"2010"	"2010"	"Oklahoma"	"40"	"Female Breast"	"26000-Female"	0.208	554	1899390	24.788	2579	119.189
	"2010"	"2010"	"Oklahoma"	"40"	"Corpus Uteri"	"27020"	0.077	36	1899390	1.568	453	20.305
	"2010"	"2010"	"Oklahoma"	"40"	"Prostate"	"28010"	0.159	359	1860213	21.996	2677	138.150
	"2010"	"2010"	"Oklahoma"	"40"	"Urinary Bladder"	"29010"	0.243	188	3759603	4.664	790	19.179
	"2010"	"2010"	"Oklahoma"	"40"	"Kidney and Renal Pelvis"	"29020"	0.330	244	3759603	5.830	735	17.658
	"2010"	"2010"	"Oklahoma"	"40"	"Thyroid"	"32010"	0.054	22	3759603	0.546	386	10.131
	"2010"	"2010"	"Oklahoma"	"40"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.389	275	3759603	6.908	720	17.745
	"2010"	"2010"	"Oklahoma"	"40"	"Leukemias"	"35011-35043"	0.608	332	3759603	8.215	550	13.519
	"2010"	"2010"	"Oregon"	"41"	"Colon and Rectum"	"21041-21052"	0.384	645	3838048	14.590	1661	37.946
	"2010"	"2010"	"Oregon"	"41"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.749	272	3838048	5.885	366	7.853
	"2010"	"2010"	"Oregon"	"41"	"Pancreas"	"21100"	0.963	498	3838048	11.244	517	11.674
	"2010"	"2010"	"Oregon"	"41"	"Lung and Bronchus"	"22030"	0.797	2066	3838048	47.119	2611	59.103
	"2010"	"2010"	"Oregon"	"41"	"Melanoma of the Skin"	"25010"	0.123	146	3838048	3.320	1168	27.069
	"2010"	"2010"	"Oregon"	"41"	"Female Breast"	"26000-Female"	0.181	555	1938656	22.940	2920	126.429
	"2010"	"2010"	"Oregon"	"41"	"Corpus Uteri"	"27020"	0.081	50	1938656	2.123	622	26.057
	"2010"	"2010"	"Oregon"	"41"	"Prostate"	"28010"	0.175	397	1899392	21.723	2703	124.446
	"2010"	"2010"	"Oregon"	"41"	"Urinary Bladder"	"29010"	0.220	222	3838048	4.894	973	22.243
	"2010"	"2010"	"Oregon"	"41"	"Kidney and Renal Pelvis"	"29020"	0.294	185	3838048	4.251	641	14.455
	"2010"	"2010"	"Oregon"	"41"	"Thyroid"	"32010"	0.034	18	3838048	0.409	484	12.156
	"2010"	"2010"	"Oregon"	"41"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.361	303	3838048	6.812	811	18.859
	"2010"	"2010"	"Oregon"	"41"	"Leukemias"	"35011-35043"	0.562	299	3838048	6.838	522	12.165
	"2010"	"2010"	"Pennsylvania"	"42"	"Colon and Rectum"	"21041-21052"	0.381	2772	12712343	16.972	7012	44.536
	"2010"	"2010"	"Pennsylvania"	"42"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.748	886	12712343	5.446	1172	7.278
	"2010"	"2010"	"Pennsylvania"	"42"	"Pancreas"	"21100"	0.862	1892	12712343	11.615	2168	13.470
	"2010"	"2010"	"Pennsylvania"	"42"	"Lung and Bronchus"	"22030"	0.727	7793	12712343	48.918	10650	67.306
	"2010"	"2010"	"Pennsylvania"	"42"	"Melanoma of the Skin"	"25010"	0.142	467	12712343	2.987	3151	21.004
	"2010"	"2010"	"Pennsylvania"	"42"	"Female Breast"	"26000-Female"	0.184	2090	6515551	23.298	10359	126.686
	"2010"	"2010"	"Pennsylvania"	"42"	"Corpus Uteri"	"27020"	0.080	228	6515551	2.518	2662	31.523
	"2010"	"2010"	"Pennsylvania"	"42"	"Prostate"	"28010"	0.150	1374	6196792	21.124	10317	140.766
	"2010"	"2010"	"Pennsylvania"	"42"	"Urinary Bladder"	"29010"	0.189	797	12712343	4.818	4051	25.445
	"2010"	"2010"	"Pennsylvania"	"42"	"Kidney and Renal Pelvis"	"29020"	0.236	630	12712343	3.945	2560	16.704
	"2010"	"2010"	"Pennsylvania"	"42"	"Thyroid"	"32010"	0.027	91	12712343	0.556	2786	20.684
	"2010"	"2010"	"Pennsylvania"	"42"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.314	1088	12712343	6.720	3296	21.375
	"2010"	"2010"	"Pennsylvania"	"42"	"Leukemias"	"35011-35043"	0.470	1140	12712343	7.183	2322	15.294
	"2010"	"2010"	"Rhode Island"	"44"	"Colon and Rectum"	"21041-21052"	0.391	207	1053337	16.034	509	40.971
	"2010"	"2010"	"Rhode Island"	"44"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.862	76	1053337	5.835	87	6.771
	"2010"	"2010"	"Rhode Island"	"44"	"Pancreas"	"21100"	0.997	142	1053337	11.192	143	11.229
	"2010"	"2010"	"Rhode Island"	"44"	"Lung and Bronchus"	"22030"	0.726	614	1053337	48.923	833	67.380
	"2010"	"2010"	"Rhode Island"	"44"	"Melanoma of the Skin"	"25010"	0.125	37	1053337	2.835	271	22.734
	"2010"	"2010"	"Rhode Island"	"44"	"Female Breast"	"26000-Female"	0.168	139	544379	19.032	749	113.153
	"2010"	"2010"	"Rhode Island"	"44"	"Prostate"	"28010"	0.167	105	508958	20.572	702	123.326
	"2010"	"2010"	"Rhode Island"	"44"	"Urinary Bladder"	"29010"	0.207	63	1053337	4.820	292	23.271
	"2010"	"2010"	"Rhode Island"	"44"	"Kidney and Renal Pelvis"	"29020"	0.188	41	1053337	3.055	193	16.275
	"2010"	"2010"	"Rhode Island"	"44"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.270	72	1053337	5.349	242	19.792
	"2010"	"2010"	"Rhode Island"	"44"	"Leukemias"	"35011-35043"	0.437	83	1053337	6.252	173	14.314
	"2010"	"2010"	"South Carolina"	"45"	"Colon and Rectum"	"21041-21052"	0.408	891	4635943	17.224	2190	42.188
	"2010"	"2010"	"South Carolina"	"45"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.799	301	4635943	5.659	375	7.085
	"2010"	"2010"	"South Carolina"	"45"	"Pancreas"	"21100"	0.807	558	4635943	10.938	695	13.552
	"2010"	"2010"	"South Carolina"	"45"	"Lung and Bronchus"	"22030"	0.750	2723	4635943	52.475	3702	69.950
	"2010"	"2010"	"South Carolina"	"45"	"Melanoma of the Skin"	"25010"	0.109	126	4635943	2.476	1158	22.802
	"2010"	"2010"	"South Carolina"	"45"	"Female Breast"	"26000-Female"	0.176	643	2380827	22.466	3563	127.601
	"2010"	"2010"	"South Carolina"	"45"	"Corpus Uteri"	"27020"	0.115	69	2380827	2.385	612	20.770
	"2010"	"2010"	"South Carolina"	"45"	"Prostate"	"28010"	0.184	484	2255116	26.187	3598	142.640
	"2010"	"2010"	"South Carolina"	"45"	"Urinary Bladder"	"29010"	0.210	211	4635943	4.335	1052	20.610
	"2010"	"2010"	"South Carolina"	"45"	"Kidney and Renal Pelvis"	"29020"	0.228	182	4635943	3.512	799	15.421
	"2010"	"2010"	"South Carolina"	"45"	"Thyroid"	"32010"	0.040	22	4635943	0.419	520	10.561
	"2010"	"2010"	"South Carolina"	"45"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.321	270	4635943	5.417	854	16.857
	"2010"	"2010"	"South Carolina"	"45"	"Leukemias"	"35011-35043"	0.492	314	4635943	6.351	640	12.921
	"2010"	"2010"	"South Dakota"	"46"	"Colon and Rectum"	"21041-21052"	0.318	166	816325	16.454	488	51.769
	"2010"	"2010"	"South Dakota"	"46"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.729 (Unreliable)	51	816325	5.249	29	3.036
	"2010"	"2010"	"South Dakota"	"46"	"Pancreas"	"21100"	0.903	99	816325	10.149	108	11.245
	"2010"	"2010"	"South Dakota"	"46"	"Lung and Bronchus"	"22030"	0.736	433	816325	45.397	582	61.649
	"2010"	"2010"	"South Dakota"	"46"	"Melanoma of the Skin"	"25010"	0.104	20	816325	2.123	177	20.503
	"2010"	"2010"	"South Dakota"	"46"	"Female Breast"	"26000-Female"	0.174	103	407787	19.540	534	112.107
	"2010"	"2010"	"South Dakota"	"46"	"Corpus Uteri"	"27020"	0.095	16	407787	2.888	145	30.400
	"2010"	"2010"	"South Dakota"	"46"	"Prostate"	"28010"	0.185	98	408538	24.013	592	130.036
	"2010"	"2010"	"South Dakota"	"46"	"Urinary Bladder"	"29010"	0.207	37	816325	3.753	174	18.173
	"2010"	"2010"	"South Dakota"	"46"	"Kidney and Renal Pelvis"	"29020"	0.249	38	816325	3.904	146	15.662
	"2010"	"2010"	"South Dakota"	"46"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.302	62	816325	6.125	184	20.288
	"2010"	"2010"	"South Dakota"	"46"	"Leukemias"	"35011-35043"	0.684	85	816325	8.880	124	12.985
	"2010"	"2010"	"Tennessee"	"47"	"Colon and Rectum"	"21041-21052"	0.398	1207	6356671	17.336	3057	43.526
	"2010"	"2010"	"Tennessee"	"47"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.885	412	6356671	5.715	475	6.457
	"2010"	"2010"	"Tennessee"	"47"	"Pancreas"	"21100"	0.947	782	6356671	11.202	840	11.828
	"2010"	"2010"	"Tennessee"	"47"	"Lung and Bronchus"	"22030"	0.793	4415	6356671	62.358	5631	78.607
	"2010"	"2010"	"Tennessee"	"47"	"Melanoma of the Skin"	"25010"	0.148	225	6356671	3.217	1501	21.718
	"2010"	"2010"	"Tennessee"	"47"	"Female Breast"	"26000-Female"	0.188	876	3258018	22.431	4567	119.370
	"2010"	"2010"	"Tennessee"	"47"	"Corpus Uteri"	"27020"	0.064	56	3258018	1.386	835	21.502
	"2010"	"2010"	"Tennessee"	"47"	"Prostate"	"28010"	0.175	602	3098653	23.813	4599	136.150
	"2010"	"2010"	"Tennessee"	"47"	"Urinary Bladder"	"29010"	0.217	293	6356671	4.388	1408	20.199
	"2010"	"2010"	"Tennessee"	"47"	"Kidney and Renal Pelvis"	"29020"	0.244	290	6356671	4.123	1209	16.876
